# Motion State    
# Angle Units     : degrees
# Time            	centreOfRotation	centreOfMass	rotation	velocity	omega
0.0464567         	(2.5000000000e-01 8.7846846290e-03 1.2500000000e-01)	(4.9655548063e-01 -2.2996856173e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.3853067451e+00)	(0.0000000000e+00 8.9986049619e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4517710263e+01)
0.0464784         	(2.5000000000e-01 8.7866414284e-03 1.2500000000e-01)	(4.9655494379e-01 -2.2999063795e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.3862744949e+00)	(0.0000000000e+00 9.0046470489e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4518718587e+01)
0.0465001         	(2.5000000000e-01 8.7885995415e-03 1.2500000000e-01)	(4.9655440687e-01 -2.3001270189e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.3872422667e+00)	(0.0000000000e+00 9.0106906804e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4519722611e+01)
0.0465219         	(2.5000000000e-01 8.7905589685e-03 1.2500000000e-01)	(4.9655386987e-01 -2.3003475353e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.3882100602e+00)	(0.0000000000e+00 9.0167358555e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4520722335e+01)
0.0465436         	(2.5000000000e-01 8.7925197098e-03 1.2500000000e-01)	(4.9655333278e-01 -2.3005679287e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.3891778754e+00)	(0.0000000000e+00 9.0227825612e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4521717767e+01)
0.0465654         	(2.5000000000e-01 8.7944817657e-03 1.2500000000e-01)	(4.9655279561e-01 -2.3007881990e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.3901457122e+00)	(0.0000000000e+00 9.0288307910e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4522708911e+01)
0.0465871         	(2.5000000000e-01 8.7964451365e-03 1.2500000000e-01)	(4.9655225836e-01 -2.3010083462e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.3911135704e+00)	(0.0000000000e+00 9.0348805632e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4523695754e+01)
0.0466088         	(2.5000000000e-01 8.7984098226e-03 1.2500000000e-01)	(4.9655172103e-01 -2.3012283702e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.3920814501e+00)	(0.0000000000e+00 9.0409318792e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4524678296e+01)
0.0466306         	(2.5000000000e-01 8.8003758244e-03 1.2500000000e-01)	(4.9655118361e-01 -2.3014482708e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.3930493511e+00)	(0.0000000000e+00 9.0469847383e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4525656536e+01)
0.0466523         	(2.5000000000e-01 8.8023431421e-03 1.2500000000e-01)	(4.9655064612e-01 -2.3016680481e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.3940172733e+00)	(0.0000000000e+00 9.0530391374e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4526630475e+01)
0.046674          	(2.5000000000e-01 8.8043117761e-03 1.2500000000e-01)	(4.9655010854e-01 -2.3018877019e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.3949852167e+00)	(0.0000000000e+00 9.0590950646e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4527600122e+01)
0.0466958         	(2.5000000000e-01 8.8062817267e-03 1.2500000000e-01)	(4.9654957088e-01 -2.3021072323e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.3959531811e+00)	(0.0000000000e+00 9.0651525306e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4528565468e+01)
0.0467175         	(2.5000000000e-01 8.8082529943e-03 1.2500000000e-01)	(4.9654903313e-01 -2.3023266390e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.3969211664e+00)	(0.0000000000e+00 9.0712115414e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4529526509e+01)
0.0467393         	(2.5000000000e-01 8.8102255791e-03 1.2500000000e-01)	(4.9654849531e-01 -2.3025459220e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.3978891725e+00)	(0.0000000000e+00 9.0772720919e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4530483248e+01)
0.046761          	(2.5000000000e-01 8.8121994816e-03 1.2500000000e-01)	(4.9654795740e-01 -2.3027650813e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.3988571994e+00)	(0.0000000000e+00 9.0833341802e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4531435689e+01)
0.0467827         	(2.5000000000e-01 8.8141747021e-03 1.2500000000e-01)	(4.9654741941e-01 -2.3029841168e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.3998252470e+00)	(0.0000000000e+00 9.0893978056e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4532383830e+01)
0.0468045         	(2.5000000000e-01 8.8161512408e-03 1.2500000000e-01)	(4.9654688134e-01 -2.3032030284e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4007933151e+00)	(0.0000000000e+00 9.0954629670e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4533327672e+01)
0.0468262         	(2.5000000000e-01 8.8181290982e-03 1.2500000000e-01)	(4.9654634319e-01 -2.3034218161e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4017614037e+00)	(0.0000000000e+00 9.1015296624e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4534267215e+01)
0.0468479         	(2.5000000000e-01 8.8201082745e-03 1.2500000000e-01)	(4.9654580495e-01 -2.3036404797e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4027295127e+00)	(0.0000000000e+00 9.1075978948e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4535202452e+01)
0.0468697         	(2.5000000000e-01 8.8220887702e-03 1.2500000000e-01)	(4.9654526664e-01 -2.3038590192e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4036976420e+00)	(0.0000000000e+00 9.1136676627e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4536133382e+01)
0.0468914         	(2.5000000000e-01 8.8240705855e-03 1.2500000000e-01)	(4.9654472824e-01 -2.3040774345e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4046657914e+00)	(0.0000000000e+00 9.1197389450e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4537060018e+01)
0.0469132         	(2.5000000000e-01 8.8260537207e-03 1.2500000000e-01)	(4.9654418976e-01 -2.3042957255e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4056339610e+00)	(0.0000000000e+00 9.1258117301e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4537982366e+01)
0.0469349         	(2.5000000000e-01 8.8280381762e-03 1.2500000000e-01)	(4.9654365120e-01 -2.3045138923e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4066021505e+00)	(0.0000000000e+00 9.1318860259e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4538900427e+01)
0.0469566         	(2.5000000000e-01 8.8300239523e-03 1.2500000000e-01)	(4.9654311256e-01 -2.3047319346e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4075703600e+00)	(0.0000000000e+00 9.1379618385e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4539814199e+01)
0.0469784         	(2.5000000000e-01 8.8320110494e-03 1.2500000000e-01)	(4.9654257383e-01 -2.3049498524e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4085385893e+00)	(0.0000000000e+00 9.1440391797e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4540723679e+01)
0.0470001         	(2.5000000000e-01 8.8339994677e-03 1.2500000000e-01)	(4.9654203503e-01 -2.3051676457e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4095068383e+00)	(0.0000000000e+00 9.1501180474e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4541628864e+01)
0.0470219         	(2.5000000000e-01 8.8359892077e-03 1.2500000000e-01)	(4.9654149614e-01 -2.3053853144e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4104751069e+00)	(0.0000000000e+00 9.1561984351e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4542529753e+01)
0.0470436         	(2.5000000000e-01 8.8379802695e-03 1.2500000000e-01)	(4.9654095717e-01 -2.3056028583e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4114433951e+00)	(0.0000000000e+00 9.1622803602e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4543426342e+01)
0.0470653         	(2.5000000000e-01 8.8399726537e-03 1.2500000000e-01)	(4.9654041813e-01 -2.3058202775e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4124117027e+00)	(0.0000000000e+00 9.1683638429e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4544318616e+01)
0.0470871         	(2.5000000000e-01 8.8419663605e-03 1.2500000000e-01)	(4.9653987900e-01 -2.3060375719e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4133800297e+00)	(0.0000000000e+00 9.1744488824e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4545206571e+01)
0.0471088         	(2.5000000000e-01 8.8439613902e-03 1.2500000000e-01)	(4.9653933978e-01 -2.3062547413e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4143483759e+00)	(0.0000000000e+00 9.1805354595e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4546090215e+01)
0.0471305         	(2.5000000000e-01 8.8459577432e-03 1.2500000000e-01)	(4.9653880049e-01 -2.3064717857e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4153167413e+00)	(0.0000000000e+00 9.1866235581e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4546969559e+01)
0.0471523         	(2.5000000000e-01 8.8479554198e-03 1.2500000000e-01)	(4.9653826112e-01 -2.3066887051e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4162851257e+00)	(0.0000000000e+00 9.1927131724e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4547844609e+01)
0.047174          	(2.5000000000e-01 8.8499544204e-03 1.2500000000e-01)	(4.9653772166e-01 -2.3069054993e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4172535291e+00)	(0.0000000000e+00 9.1988043032e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4548715364e+01)
0.0471958         	(2.5000000000e-01 8.8519547452e-03 1.2500000000e-01)	(4.9653718213e-01 -2.3071221683e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4182219515e+00)	(0.0000000000e+00 9.2048969524e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4549581823e+01)
0.0472175         	(2.5000000000e-01 8.8539563947e-03 1.2500000000e-01)	(4.9653664251e-01 -2.3073387120e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4191903925e+00)	(0.0000000000e+00 9.2109911213e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4550443987e+01)
0.0472392         	(2.5000000000e-01 8.8559593691e-03 1.2500000000e-01)	(4.9653610282e-01 -2.3075551304e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4201588523e+00)	(0.0000000000e+00 9.2170868109e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4551301855e+01)
0.047261          	(2.5000000000e-01 8.8579636687e-03 1.2500000000e-01)	(4.9653556304e-01 -2.3077714233e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4211273307e+00)	(0.0000000000e+00 9.2231840199e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4552155430e+01)
0.0472827         	(2.5000000000e-01 8.8599692939e-03 1.2500000000e-01)	(4.9653502318e-01 -2.3079875907e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4220958276e+00)	(0.0000000000e+00 9.2292827483e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4553004711e+01)
0.0473045         	(2.5000000000e-01 8.8619762451e-03 1.2500000000e-01)	(4.9653448324e-01 -2.3082036326e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4230643430e+00)	(0.0000000000e+00 9.2353829978e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4553849693e+01)
0.0473262         	(2.5000000000e-01 8.8639845225e-03 1.2500000000e-01)	(4.9653394322e-01 -2.3084195488e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4240328766e+00)	(0.0000000000e+00 9.2414847689e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4554690375e+01)
0.0473479         	(2.5000000000e-01 8.8659941265e-03 1.2500000000e-01)	(4.9653340312e-01 -2.3086353392e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4250014285e+00)	(0.0000000000e+00 9.2475880613e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4555526757e+01)
0.0473697         	(2.5000000000e-01 8.8680050574e-03 1.2500000000e-01)	(4.9653286294e-01 -2.3088510039e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4259699985e+00)	(0.0000000000e+00 9.2536928751e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4556358837e+01)
0.0473914         	(2.5000000000e-01 8.8700173156e-03 1.2500000000e-01)	(4.9653232268e-01 -2.3090665426e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4269385865e+00)	(0.0000000000e+00 9.2597992098e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4557186618e+01)
0.0474131         	(2.5000000000e-01 8.8720309013e-03 1.2500000000e-01)	(4.9653178233e-01 -2.3092819555e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4279071925e+00)	(0.0000000000e+00 9.2659070648e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4558010098e+01)
0.0474349         	(2.5000000000e-01 8.8740458150e-03 1.2500000000e-01)	(4.9653124191e-01 -2.3094972423e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4288758164e+00)	(0.0000000000e+00 9.2720164387e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4558829280e+01)
0.0474566         	(2.5000000000e-01 8.8760620569e-03 1.2500000000e-01)	(4.9653070141e-01 -2.3097124030e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4298444580e+00)	(0.0000000000e+00 9.2781273305e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4559644163e+01)
0.0474784         	(2.5000000000e-01 8.8780796273e-03 1.2500000000e-01)	(4.9653016082e-01 -2.3099274375e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4308131172e+00)	(0.0000000000e+00 9.2842397365e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4560454745e+01)
0.0475001         	(2.5000000000e-01 8.8800985267e-03 1.2500000000e-01)	(4.9652962016e-01 -2.3101423458e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4317817941e+00)	(0.0000000000e+00 9.2903536551e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4561261024e+01)
0.0475218         	(2.5000000000e-01 8.8821187552e-03 1.2500000000e-01)	(4.9652907942e-01 -2.3103571278e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4327504884e+00)	(0.0000000000e+00 9.2964690852e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4562063006e+01)
0.0475436         	(2.5000000000e-01 8.8841403134e-03 1.2500000000e-01)	(4.9652853859e-01 -2.3105717834e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4337192001e+00)	(0.0000000000e+00 9.3025860274e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4562860691e+01)
0.0475653         	(2.5000000000e-01 8.8861632014e-03 1.2500000000e-01)	(4.9652799769e-01 -2.3107863125e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4346879291e+00)	(0.0000000000e+00 9.3087044820e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4563654078e+01)
0.047587          	(2.5000000000e-01 8.8881874196e-03 1.2500000000e-01)	(4.9652745670e-01 -2.3110007151e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4356566754e+00)	(0.0000000000e+00 9.3148244514e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4564443166e+01)
0.0476088         	(2.5000000000e-01 8.8902129684e-03 1.2500000000e-01)	(4.9652691564e-01 -2.3112149911e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4366254387e+00)	(0.0000000000e+00 9.3209459350e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4565227956e+01)
0.0476305         	(2.5000000000e-01 8.8922398480e-03 1.2500000000e-01)	(4.9652637450e-01 -2.3114291404e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4375942190e+00)	(0.0000000000e+00 9.3270689345e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4566008447e+01)
0.0476523         	(2.5000000000e-01 8.8942680589e-03 1.2500000000e-01)	(4.9652583327e-01 -2.3116431630e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4385630162e+00)	(0.0000000000e+00 9.3331934470e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4566784641e+01)
0.047674          	(2.5000000000e-01 8.8962976012e-03 1.2500000000e-01)	(4.9652529197e-01 -2.3118570587e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4395318303e+00)	(0.0000000000e+00 9.3393194763e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4567556533e+01)
0.0476957         	(2.5000000000e-01 8.8983284755e-03 1.2500000000e-01)	(4.9652475058e-01 -2.3120708275e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4405006611e+00)	(0.0000000000e+00 9.3454470195e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4568324127e+01)
0.0477175         	(2.5000000000e-01 8.9003606819e-03 1.2500000000e-01)	(4.9652420912e-01 -2.3122844694e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4414695086e+00)	(0.0000000000e+00 9.3515760791e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4569087417e+01)
0.0477392         	(2.5000000000e-01 8.9023942208e-03 1.2500000000e-01)	(4.9652366758e-01 -2.3124979842e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4424383726e+00)	(0.0000000000e+00 9.3577066485e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4569846414e+01)
0.047761          	(2.5000000000e-01 8.9044290926e-03 1.2500000000e-01)	(4.9652312595e-01 -2.3127113719e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4434072530e+00)	(0.0000000000e+00 9.3638387325e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4570601107e+01)
0.0477827         	(2.5000000000e-01 8.9064652975e-03 1.2500000000e-01)	(4.9652258425e-01 -2.3129246324e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4443761498e+00)	(0.0000000000e+00 9.3699723235e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4571351509e+01)
0.0478044         	(2.5000000000e-01 8.9085028360e-03 1.2500000000e-01)	(4.9652204247e-01 -2.3131377656e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4453450629e+00)	(0.0000000000e+00 9.3761074302e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4572097602e+01)
0.0478262         	(2.5000000000e-01 8.9105417083e-03 1.2500000000e-01)	(4.9652150061e-01 -2.3133507714e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4463139921e+00)	(0.0000000000e+00 9.3822440412e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4572839405e+01)
0.0478479         	(2.5000000000e-01 8.9125819147e-03 1.2500000000e-01)	(4.9652095867e-01 -2.3135636499e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4472829375e+00)	(0.0000000000e+00 9.3883821673e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4573576897e+01)
0.0478696         	(2.5000000000e-01 8.9146234557e-03 1.2500000000e-01)	(4.9652041665e-01 -2.3137764009e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4482518988e+00)	(0.0000000000e+00 9.3945217960e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4574310107e+01)
0.0478914         	(2.5000000000e-01 8.9166663314e-03 1.2500000000e-01)	(4.9651987455e-01 -2.3139890243e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4492208760e+00)	(0.0000000000e+00 9.4006629440e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4575039007e+01)
0.0479131         	(2.5000000000e-01 8.9187105423e-03 1.2500000000e-01)	(4.9651933237e-01 -2.3142015201e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4501898690e+00)	(0.0000000000e+00 9.4068055919e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4575763626e+01)
0.0479349         	(2.5000000000e-01 8.9207560886e-03 1.2500000000e-01)	(4.9651879011e-01 -2.3144138881e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4511588777e+00)	(0.0000000000e+00 9.4129497571e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4576483926e+01)
0.0479566         	(2.5000000000e-01 8.9228029708e-03 1.2500000000e-01)	(4.9651824777e-01 -2.3146261284e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4521279020e+00)	(0.0000000000e+00 9.4190954151e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4577199951e+01)
0.0479783         	(2.5000000000e-01 8.9248511891e-03 1.2500000000e-01)	(4.9651770535e-01 -2.3148382409e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4530969418e+00)	(0.0000000000e+00 9.4252425938e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4577911653e+01)
0.0480001         	(2.5000000000e-01 8.9269007438e-03 1.2500000000e-01)	(4.9651716285e-01 -2.3150502254e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4540659971e+00)	(0.0000000000e+00 9.4313912734e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4578619079e+01)
0.0480218         	(2.5000000000e-01 8.9289516353e-03 1.2500000000e-01)	(4.9651662028e-01 -2.3152620819e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4550350677e+00)	(0.0000000000e+00 9.4375414754e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4579322176e+01)
0.0480436         	(2.5000000000e-01 8.9310038640e-03 1.2500000000e-01)	(4.9651607762e-01 -2.3154738103e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4560041535e+00)	(0.0000000000e+00 9.4436931459e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4580021012e+01)
0.0480653         	(2.5000000000e-01 8.9330574300e-03 1.2500000000e-01)	(4.9651553489e-01 -2.3156854106e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4569732545e+00)	(0.0000000000e+00 9.4498463300e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4580715518e+01)
0.048087          	(2.5000000000e-01 8.9351123339e-03 1.2500000000e-01)	(4.9651499208e-01 -2.3158968827e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4579423705e+00)	(0.0000000000e+00 9.4560009895e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4581405767e+01)
0.0481088         	(2.5000000000e-01 8.9371685758e-03 1.2500000000e-01)	(4.9651444919e-01 -2.3161082265e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4589115015e+00)	(0.0000000000e+00 9.4621571737e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4582091677e+01)
0.0481305         	(2.5000000000e-01 8.9392261561e-03 1.2500000000e-01)	(4.9651390622e-01 -2.3163194419e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4598806473e+00)	(0.0000000000e+00 9.4683148332e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4582773334e+01)
0.0481522         	(2.5000000000e-01 8.9412850751e-03 1.2500000000e-01)	(4.9651336317e-01 -2.3165305289e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4608498079e+00)	(0.0000000000e+00 9.4744740190e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4583450648e+01)
0.048174          	(2.5000000000e-01 8.9433453333e-03 1.2500000000e-01)	(4.9651282004e-01 -2.3167414874e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4618189832e+00)	(0.0000000000e+00 9.4806346669e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4584123722e+01)
0.0481957         	(2.5000000000e-01 8.9454069307e-03 1.2500000000e-01)	(4.9651227683e-01 -2.3169523173e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4627881731e+00)	(0.0000000000e+00 9.4867968495e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4584792443e+01)
0.0482175         	(2.5000000000e-01 8.9474698680e-03 1.2500000000e-01)	(4.9651173355e-01 -2.3171630185e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -7.4637573775e+00)	(0.0000000000e+00 9.4929605187e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.4585456907e+01)
